case_id,family_id,profile_id,session_scope_id,session_started_at,first_message_at,last_message_at,technical_duration_min,messages_total,user_messages,assistant_messages,average_message_length_chars,detected_category,detected_stage,primary_state,emotional_intensity,caregiver_capacity,response_mode,usefulness_score,applied_successfully,followup_needed,records_same_start_minute,timestamp_source
44c06521-a693-45e4-8306-b45e42d533c4,d6a9a228-4332-4e6b-94f9-7ac3b478f992,ffe4c2a2-d058-42b8-a494-9b1f62fcd14b,session_d6a9a228_09,2026-05-27 22:00:00,2026-05-27 22:01:00,2026-05-27 22:04:00,3.0,4,2,2,80.0,crisis_activa,closure_continuity,shutdown,0.807,0.398,reuse_response_memory,0.929,True,False,19,registro_operacional_suministrado
6a5a1a46-e461-4ec7-b70a-e66c2eb08165,d6a9a228-4332-4e6b-94f9-7ac3b478f992,ffe4c2a2-d058-42b8-a494-9b1f62fcd14b,session_d6a9a228_10,2026-05-30 04:00:00,2026-05-30 04:01:00,2026-05-30 04:02:00,1.0,2,1,1,84.5,sobrecarga_cuidador,reception_containment,general_distress,0.42,0.342,llm_fallback,0.663,False,False,8,registro_operacional_suministrado
547d889a-d4b7-40ec-8e00-f8d36aaf917a,d6a9a228-4332-4e6b-94f9-7ac3b478f992,ffe4c2a2-d058-42b8-a494-9b1f62fcd14b,session_d6a9a228_11,2026-05-30 21:00:00,2026-05-30 21:01:00,2026-05-30 21:10:00,9.0,10,5,5,72.2,transicion_rigidez,reception_containment,general_distress,0.503,0.55,reuse_response_memory,0.688,True,True,592,registro_operacional_suministrado
e79d6379-c7b7-49a7-84f6-54bd751f8644,d6a9a228-4332-4e6b-94f9-7ac3b478f992,ffe4c2a2-d058-42b8-a494-9b1f62fcd14b,session_d6a9a228_12,2026-05-26 21:00:00,2026-05-26 21:01:00,2026-05-26 21:12:00,11.0,12,6,6,71.33333333333333,disfuncion_ejecutiva,reception_containment,executive_dysfunction,0.467,0.614,reuse_response_memory,0.22,False,True,501,registro_operacional_suministrado
a437873c-26de-4dad-b4f3-fd3720cfdc9e,d6a9a228-4332-4e6b-94f9-7ac3b478f992,ffe4c2a2-d058-42b8-a494-9b1f62fcd14b,session_d6a9a228_13,2026-05-30 21:00:00,2026-05-30 21:01:00,2026-05-30 21:10:00,9.0,10,5,5,74.0,apoyo_general,closure_continuity,executive_dysfunction,0.537,0.486,system_response,0.711,False,False,592,registro_operacional_suministrado
d2d641e3-4a10-44a7-b475-73b951ea7576,d6a9a228-4332-4e6b-94f9-7ac3b478f992,ffe4c2a2-d058-42b8-a494-9b1f62fcd14b,session_d6a9a228_14,2026-05-26 21:00:00,2026-05-26 21:01:00,2026-05-26 21:12:00,11.0,12,6,6,71.58333333333333,disfuncion_ejecutiva,adaptive_intervention,executive_dysfunction,0.726,0.263,reuse_response_memory,0.284,False,False,501,registro_operacional_suministrado
ba8e68c6-5551-49ca-9e42-539c9dcae0a0,d6a9a228-4332-4e6b-94f9-7ac3b478f992,ffe4c2a2-d058-42b8-a494-9b1f62fcd14b,session_d6a9a228_15,2026-05-31 21:00:00,2026-05-31 21:01:00,2026-05-31 21:04:00,3.0,4,2,2,80.25,sobrecarga_sensorial,case_learning,sensory_overload,0.666,0.769,reuse_response_memory,0.51,True,False,550,registro_operacional_suministrado
a4f0c868-9ff8-4d92-b110-b45c639bd102,d6a9a228-4332-4e6b-94f9-7ac3b478f992,ffe4c2a2-d058-42b8-a494-9b1f62fcd14b,session_d6a9a228_16,2026-05-26 21:00:00,2026-05-26 21:01:00,2026-05-26 21:10:00,9.0,10,5,5,72.0,sobrecarga_cuidador,reception_containment,burnout,0.928,0.214,llm_fallback,0.591,True,True,501,registro_operacional_suministrado
3439e2d3-379c-4d09-a394-8f59ab30683e,d6a9a228-4332-4e6b-94f9-7ac3b478f992,ffe4c2a2-d058-42b8-a494-9b1f62fcd14b,session_d6a9a228_17,2026-05-30 22:00:00,2026-05-30 22:01:00,2026-05-30 22:02:00,1.0,2,1,1,101.5,disfuncion_ejecutiva,case_learning,executive_dysfunction,0.508,0.383,reuse_response_memory,0.714,True,True,52,registro_operacional_suministrado
c23eab5c-91a2-4182-848a-6c5f0a681e68,d6a9a228-4332-4e6b-94f9-7ac3b478f992,ffe4c2a2-d058-42b8-a494-9b1f62fcd14b,session_d6a9a228_18,2026-05-30 21:00:00,2026-05-30 21:01:00,2026-05-30 21:02:00,1.0,2,1,1,74.5,sueno_regulacion,focus_clarification,sleep_disruption,0.575,0.502,system_response,0.781,True,False,592,registro_operacional_suministrado
2a5bc5fc-7cab-4ecb-9d6f-5d28680397a1,d6a9a228-4332-4e6b-94f9-7ac3b478f992,ffe4c2a2-d058-42b8-a494-9b1f62fcd14b,session_d6a9a228_19,2026-05-30 21:00:00,2026-05-30 21:01:00,2026-05-30 21:04:00,3.0,4,2,2,77.75,crisis_activa,case_learning,shutdown,0.889,0.401,system_response,0.934,True,False,592,registro_operacional_suministrado
da5223b7-72f3-48bd-a770-bc960f69b3ca,d6a9a228-4332-4e6b-94f9-7ac3b478f992,ffe4c2a2-d058-42b8-a494-9b1f62fcd14b,session_d6a9a228_20,2026-05-28 21:00:00,2026-05-28 21:01:00,2026-05-28 21:02:00,1.0,2,1,1,93.0,crisis_activa,reception_containment,emotional_dysregulation,0.702,0.683,reuse_response_memory,0.825,True,False,526,registro_operacional_suministrado
e0f6e1a7-8f0d-4362-ae76-44383e616832,d6a9a228-4332-4e6b-94f9-7ac3b478f992,ffe4c2a2-d058-42b8-a494-9b1f62fcd14b,session_d6a9a228_21,2026-05-27 21:00:00,2026-05-27 21:01:00,2026-05-27 21:10:00,9.0,10,5,5,75.9,sobrecarga_cuidador,closure_continuity,burnout,0.977,0.243,llm_fallback,0.898,True,False,473,registro_operacional_suministrado
91e7e85a-3d0a-461f-ab02-bb497ab13f45,d6a9a228-4332-4e6b-94f9-7ac3b478f992,ffe4c2a2-d058-42b8-a494-9b1f62fcd14b,session_d6a9a228_22,2026-05-31 21:00:00,2026-05-31 21:01:00,2026-05-31 21:02:00,1.0,2,1,1,83.5,disfuncion_ejecutiva,closure_continuity,executive_dysfunction,0.515,0.588,system_response,0.807,True,True,550,registro_operacional_suministrado
3403f04e-5bcb-4616-805d-16c7b096f33f,d6a9a228-4332-4e6b-94f9-7ac3b478f992,ffe4c2a2-d058-42b8-a494-9b1f62fcd14b,session_d6a9a228_23,2026-05-27 21:00:00,2026-05-27 21:01:00,2026-05-27 21:04:00,3.0,4,2,2,80.5,transicion_rigidez,focus_clarification,general_distress,0.568,0.768,reuse_response_memory,0.878,False,True,473,registro_operacional_suministrado
dc8f658e-2283-4bad-ac2b-9cbbbfeda105,8b6bb981-4061-4c42-a459-18ac98fd8daa,1a184708-9882-42ea-8bf0-5f32d649c7fe,session_8b6bb981_01,2026-04-23 16:56:00,2026-04-23 16:57:00,2026-04-23 17:12:00,15.0,16,8,8,68.0625,crisis_activa,closure_continuity,emotional_dysregulation,0.894,0.346,llm_fallback,0.546,True,True,1,registro_operacional_suministrado
50febc9d-ba19-47c9-9014-1a77880f1197,8b6bb981-4061-4c42-a459-18ac98fd8daa,1a184708-9882-42ea-8bf0-5f32d649c7fe,session_8b6bb981_02,2026-04-27 21:56:00,2026-04-27 21:57:00,2026-04-27 22:00:00,3.0,4,2,2,76.0,sobrecarga_cuidador,focus_clarification,parental_fatigue,0.482,0.208,llm_fallback,0.91,True,False,1,registro_operacional_suministrado
df2ce455-3875-459b-ac09-37bdf327961b,8b6bb981-4061-4c42-a459-18ac98fd8daa,1a184708-9882-42ea-8bf0-5f32d649c7fe,session_8b6bb981_03,2026-04-30 00:56:00,2026-04-30 00:57:00,2026-04-30 01:00:00,3.0,4,2,2,73.25,transicion_rigidez,closure_continuity,shutdown,0.784,0.396,llm_fallback,0.858,False,False,1,registro_operacional_suministrado
a12fff2c-6d95-4c40-bf8e-4919b0b3fec6,8b6bb981-4061-4c42-a459-18ac98fd8daa,1a184708-9882-42ea-8bf0-5f32d649c7fe,session_8b6bb981_04,2026-05-02 01:56:00,2026-05-02 01:57:00,2026-05-02 01:58:00,1.0,2,1,1,98.5,sobrecarga_cuidador,case_learning,general_distress,0.342,0.416,reuse_response_memory,0.873,True,False,1,registro_operacional_suministrado
c8331f63-954e-4415-b239-2776aef0c0c8,8b6bb981-4061-4c42-a459-18ac98fd8daa,1a184708-9882-42ea-8bf0-5f32d649c7fe,session_8b6bb981_05,2026-05-06 03:56:00,2026-05-06 03:57:00,2026-05-06 04:00:00,3.0,4,2,2,82.75,apoyo_general,reception_containment,general_distress,0.696,0.668,llm_fallback,0.758,True,False,1,registro_operacional_suministrado
3430a9df-e636-499c-bff9-9a6db5d800e6,8b6bb981-4061-4c42-a459-18ac98fd8daa,1a184708-9882-42ea-8bf0-5f32d649c7fe,session_8b6bb981_06,2026-05-07 05:56:00,2026-05-07 05:57:00,2026-05-07 06:08:00,11.0,12,6,6,71.75,disfuncion_ejecutiva,reception_containment,executive_dysfunction,0.722,0.342,system_response,0.861,True,False,1,registro_operacional_suministrado
0df55bb3-73b8-4702-96a9-3620c0ea27b7,8b6bb981-4061-4c42-a459-18ac98fd8daa,1a184708-9882-42ea-8bf0-5f32d649c7fe,session_8b6bb981_07,2026-05-11 06:56:00,2026-05-11 06:57:00,2026-05-11 07:00:00,3.0,4,2,2,66.0,apoyo_general,adaptive_intervention,executive_dysfunction,0.749,0.644,reuse_response_memory,0.755,False,False,1,registro_operacional_suministrado
615d13c1-ed60-4d59-9376-7d61f89eb4a3,8b6bb981-4061-4c42-a459-18ac98fd8daa,1a184708-9882-42ea-8bf0-5f32d649c7fe,session_8b6bb981_08,2026-05-26 15:17:00,2026-05-26 15:18:00,2026-05-26 15:21:00,3.0,4,2,2,75.5,apoyo_general,reception_containment,executive_dysfunction,0.462,0.715,llm_fallback,0.779,True,False,1,registro_operacional_suministrado
e9b145a5-5283-4281-ae12-21bfba7ecdde,8b6bb981-4061-4c42-a459-18ac98fd8daa,1a184708-9882-42ea-8bf0-5f32d649c7fe,session_8b6bb981_09,2026-05-27 17:17:00,2026-05-27 17:18:00,2026-05-27 17:27:00,9.0,10,5,5,70.0,sueno_regulacion,case_learning,sleep_disruption,0.728,0.737,reuse_response_memory,0.935,True,True,1,registro_operacional_suministrado
4e970146-7b31-46f2-bb10-2d83e9bdb8d5,8b6bb981-4061-4c42-a459-18ac98fd8daa,1a184708-9882-42ea-8bf0-5f32d649c7fe,session_8b6bb981_10,2026-05-29 23:17:00,2026-05-29 23:18:00,2026-05-29 23:33:00,15.0,16,8,8,74.4375,apoyo_general,reception_containment,general_distress,0.44,0.301,reuse_response_memory,0.675,True,True,1,registro_operacional_suministrado
3a08a20f-f9a4-4ece-9447-1866e2f92907,8b6bb981-4061-4c42-a459-18ac98fd8daa,1a184708-9882-42ea-8bf0-5f32d649c7fe,session_8b6bb981_11,2026-05-26 21:00:00,2026-05-26 21:01:00,2026-05-26 21:16:00,15.0,16,8,8,70.75,crisis_activa,closure_continuity,emotional_dysregulation,0.838,0.495,reuse_response_memory,0.858,True,True,501,registro_operacional_suministrado
4e8a4563-4c17-41b7-ab9c-586fdf6e9f16,8b6bb981-4061-4c42-a459-18ac98fd8daa,1a184708-9882-42ea-8bf0-5f32d649c7fe,session_8b6bb981_12,2026-05-31 03:00:00,2026-05-31 03:01:00,2026-05-31 03:14:00,13.0,14,7,7,68.28571428571429,sobrecarga_cuidador,focus_clarification,parental_fatigue,0.731,0.112,system_response,0.835,True,False,79,registro_operacional_suministrado
9a943ab5-da46-44fe-9f6c-84cddb9843f9,8b6bb981-4061-4c42-a459-18ac98fd8daa,1a184708-9882-42ea-8bf0-5f32d649c7fe,session_8b6bb981_13,2026-05-30 21:00:00,2026-05-30 21:01:00,2026-05-30 21:10:00,9.0,10,5,5,69.4,sobrecarga_cuidador,case_learning,general_distress,0.394,0.555,system_response,0.817,True,False,592,registro_operacional_suministrado
b511b186-fd79-4c14-99b2-00d8bca21e96,8b6bb981-4061-4c42-a459-18ac98fd8daa,1a184708-9882-42ea-8bf0-5f32d649c7fe,session_8b6bb981_14,2026-05-31 21:00:00,2026-05-31 21:01:00,2026-05-31 21:02:00,1.0,2,1,1,87.0,sobrecarga_sensorial,closure_continuity,meltdown,0.75,0.4,llm_fallback,0.771,False,True,550,registro_operacional_suministrado
26cd35fb-dcef-458b-9419-e0a2f1695789,8b6bb981-4061-4c42-a459-18ac98fd8daa,1a184708-9882-42ea-8bf0-5f32d649c7fe,session_8b6bb981_15,2026-05-26 21:00:00,2026-05-26 21:01:00,2026-05-26 21:02:00,1.0,2,1,1,91.0,apoyo_general,reception_containment,emotional_dysregulation,0.681,0.672,system_response,0.819,True,True,501,registro_operacional_suministrado
5602ce1a-d6be-4832-86bc-da7764110647,8b6bb981-4061-4c42-a459-18ac98fd8daa,1a184708-9882-42ea-8bf0-5f32d649c7fe,session_8b6bb981_16,2026-05-27 21:00:00,2026-05-27 21:01:00,2026-05-27 21:12:00,11.0,12,6,6,69.83333333333333,disfuncion_ejecutiva,focus_clarification,general_distress,0.474,0.651,system_response,0.816,True,False,473,registro_operacional_suministrado
5dd5c410-8072-4ec0-9626-1830d4702990,8b6bb981-4061-4c42-a459-18ac98fd8daa,1a184708-9882-42ea-8bf0-5f32d649c7fe,session_8b6bb981_17,2026-05-30 21:00:00,2026-05-30 21:01:00,2026-05-30 21:04:00,3.0,4,2,2,72.25,disfuncion_ejecutiva,case_learning,general_distress,0.352,0.301,reuse_response_memory,0.862,True,False,592,registro_operacional_suministrado
946b10eb-8402-48d8-a68a-684cab8e0a92,8b6bb981-4061-4c42-a459-18ac98fd8daa,1a184708-9882-42ea-8bf0-5f32d649c7fe,session_8b6bb981_18,2026-05-31 21:00:00,2026-05-31 21:01:00,2026-05-31 21:10:00,9.0,10,5,5,74.3,apoyo_general,reception_containment,emotional_dysregulation,0.712,0.669,system_response,0.819,True,False,550,registro_operacional_suministrado
db944eff-4be6-4d79-b5e8-091fe4bdc52c,8b6bb981-4061-4c42-a459-18ac98fd8daa,1a184708-9882-42ea-8bf0-5f32d649c7fe,session_8b6bb981_19,2026-05-27 21:00:00,2026-05-27 21:01:00,2026-05-27 21:14:00,13.0,14,7,7,74.35714285714286,crisis_activa,adaptive_intervention,meltdown,0.744,0.218,reuse_response_memory,0.725,False,False,473,registro_operacional_suministrado
6dd3c8c1-bc96-4b06-8e43-4ebfe4f35009,8b6bb981-4061-4c42-a459-18ac98fd8daa,1a184708-9882-42ea-8bf0-5f32d649c7fe,session_8b6bb981_20,2026-05-28 22:00:00,2026-05-28 22:01:00,2026-05-28 22:04:00,3.0,4,2,2,81.5,sobrecarga_sensorial,closure_continuity,shutdown,0.652,0.296,reuse_response_memory,0.403,False,False,30,registro_operacional_suministrado
125e18b9-bac7-4085-a309-ed403dcd819b,8b6bb981-4061-4c42-a459-18ac98fd8daa,1a184708-9882-42ea-8bf0-5f32d649c7fe,session_8b6bb981_21,2026-05-31 21:00:00,2026-05-31 21:01:00,2026-05-31 21:14:00,13.0,14,7,7,71.92857142857143,disfuncion_ejecutiva,focus_clarification,executive_dysfunction,0.607,0.394,llm_fallback,0.602,True,False,550,registro_operacional_suministrado
f6b424c6-2e1e-4b41-8d89-91b589e9c359,8b6bb981-4061-4c42-a459-18ac98fd8daa,1a184708-9882-42ea-8bf0-5f32d649c7fe,session_8b6bb981_22,2026-05-27 21:00:00,2026-05-27 21:01:00,2026-05-27 21:04:00,3.0,4,2,2,71.5,crisis_activa,focus_clarification,shutdown,0.833,0.372,reuse_response_memory,0.622,False,True,473,registro_operacional_suministrado
144bb59a-9e35-49cb-913e-1b23c0c7e210,8b6bb981-4061-4c42-a459-18ac98fd8daa,1a184708-9882-42ea-8bf0-5f32d649c7fe,session_8b6bb981_23,2026-05-28 22:00:00,2026-05-28 22:01:00,2026-05-28 22:04:00,3.0,4,2,2,74.75,crisis_activa,focus_clarification,meltdown,0.784,0.248,system_response,0.782,True,False,30,registro_operacional_suministrado
3186eaf4-c21a-427f-b3dc-cda3379cd300,ac8136db-8080-4ad0-9778-dd42c8928287,81caba91-e515-4a18-8381-4f5159680a22,session_ac8136db_01,2026-04-05 17:01:00,2026-04-05 17:02:00,2026-04-05 17:15:00,13.0,14,7,7,71.5,apoyo_general,adaptive_intervention,emotional_dysregulation,0.598,0.694,llm_fallback,0.714,False,False,1,registro_operacional_suministrado
5717ae0e-4111-4f22-9131-62cf4e8ccc02,ac8136db-8080-4ad0-9778-dd42c8928287,81caba91-e515-4a18-8381-4f5159680a22,session_ac8136db_02,2026-04-20 17:22:00,2026-04-20 17:23:00,2026-04-20 17:24:00,1.0,2,1,1,90.0,crisis_activa,adaptive_intervention,emotional_dysregulation,0.732,0.766,reuse_response_memory,0.602,True,False,2,registro_operacional_suministrado
be117379-477c-4eb9-b988-001f14b784bc,ac8136db-8080-4ad0-9778-dd42c8928287,81caba91-e515-4a18-8381-4f5159680a22,session_ac8136db_03,2026-04-22 21:22:00,2026-04-22 21:23:00,2026-04-22 21:38:00,15.0,16,8,8,76.0625,crisis_activa,focus_clarification,meltdown,0.864,0.411,reuse_response_memory,0.302,False,True,1,registro_operacional_suministrado
161d19cf-1091-4378-8d96-1d89c2a0f1ef,ac8136db-8080-4ad0-9778-dd42c8928287,81caba91-e515-4a18-8381-4f5159680a22,session_ac8136db_04,2026-05-10 17:25:00,2026-05-10 17:26:00,2026-05-10 17:29:00,3.0,4,2,2,83.75,transicion_rigidez,case_learning,sensory_overload,0.696,0.489,system_response,0.299,False,False,1,registro_operacional_suministrado
a4c428b6-7494-46e5-8dee-04b70bf0a2e4,ac8136db-8080-4ad0-9778-dd42c8928287,81caba91-e515-4a18-8381-4f5159680a22,session_ac8136db_05,2026-05-13 19:25:00,2026-05-13 19:26:00,2026-05-13 19:29:00,3.0,4,2,2,85.25,sueno_regulacion,focus_clarification,general_distress,0.596,0.278,reuse_response_memory,0.71,False,True,1,registro_operacional_suministrado
42b7adab-ccae-4182-99ff-668025fd3eaf,ac8136db-8080-4ad0-9778-dd42c8928287,81caba91-e515-4a18-8381-4f5159680a22,session_ac8136db_06,2026-05-28 19:42:00,2026-05-28 19:43:00,2026-05-28 19:58:00,15.0,16,8,8,72.125,sueno_regulacion,focus_clarification,sleep_disruption,0.754,0.416,system_response,0.386,False,True,1,registro_operacional_suministrado
45fc8565-f9cc-470a-bebb-a352b7cf1700,ac8136db-8080-4ad0-9778-dd42c8928287,81caba91-e515-4a18-8381-4f5159680a22,session_ac8136db_07,2026-05-31 19:42:00,2026-05-31 19:43:00,2026-05-31 19:46:00,3.0,4,2,2,73.75,apoyo_general,focus_clarification,general_distress,0.529,0.504,llm_fallback,0.743,False,True,2,registro_operacional_suministrado
f613ac97-07c6-402e-906d-e0ebf6677dcd,ac8136db-8080-4ad0-9778-dd42c8928287,81caba91-e515-4a18-8381-4f5159680a22,session_ac8136db_08,2026-05-28 21:00:00,2026-05-28 21:01:00,2026-05-28 21:02:00,1.0,2,1,1,86.5,sueno_regulacion,closure_continuity,general_distress,0.581,0.497,system_response,0.803,True,False,526,registro_operacional_suministrado
e4a39d73-b6ef-4331-b697-331d4ffa2321,ac8136db-8080-4ad0-9778-dd42c8928287,81caba91-e515-4a18-8381-4f5159680a22,session_ac8136db_09,2026-05-31 21:00:00,2026-05-31 21:01:00,2026-05-31 21:04:00,3.0,4,2,2,69.25,transicion_rigidez,closure_continuity,shutdown,0.781,0.294,system_response,0.399,True,False,550,registro_operacional_suministrado
582c896d-cc79-41f9-8bdb-ef54c90d2076,ac8136db-8080-4ad0-9778-dd42c8928287,81caba91-e515-4a18-8381-4f5159680a22,session_ac8136db_10,2026-05-28 21:00:00,2026-05-28 21:01:00,2026-05-28 21:02:00,1.0,2,1,1,87.0,apoyo_general,focus_clarification,executive_dysfunction,0.658,0.563,reuse_response_memory,0.847,False,False,526,registro_operacional_suministrado
65e983b9-ee74-46dc-83a6-ee37e79b353c,ac8136db-8080-4ad0-9778-dd42c8928287,81caba91-e515-4a18-8381-4f5159680a22,session_ac8136db_11,2026-05-28 21:00:00,2026-05-28 21:01:00,2026-05-28 21:12:00,11.0,12,6,6,67.91666666666667,sobrecarga_sensorial,closure_continuity,sensory_overload,0.72,0.633,reuse_response_memory,0.711,True,True,526,registro_operacional_suministrado
036842af-a139-417d-9a5d-1d3d31bf0675,ac8136db-8080-4ad0-9778-dd42c8928287,81caba91-e515-4a18-8381-4f5159680a22,session_ac8136db_12,2026-05-30 22:00:00,2026-05-30 22:01:00,2026-05-30 22:02:00,1.0,2,1,1,98.5,sobrecarga_cuidador,case_learning,general_distress,0.603,0.689,system_response,0.873,True,False,52,registro_operacional_suministrado
6494251a-42c9-444c-87ce-7b60f4ea4b2c,ac8136db-8080-4ad0-9778-dd42c8928287,81caba91-e515-4a18-8381-4f5159680a22,session_ac8136db_13,2026-05-28 21:00:00,2026-05-28 21:01:00,2026-05-28 21:04:00,3.0,4,2,2,81.75,transicion_rigidez,reception_containment,shutdown,0.625,0.337,system_response,0.869,False,False,526,registro_operacional_suministrado
5ec258a0-6aa0-4ba5-800b-5ede7bbe7692,ac8136db-8080-4ad0-9778-dd42c8928287,81caba91-e515-4a18-8381-4f5159680a22,session_ac8136db_14,2026-05-26 21:00:00,2026-05-26 21:01:00,2026-05-26 21:02:00,1.0,2,1,1,98.0,sobrecarga_sensorial,adaptive_intervention,meltdown,0.914,0.225,system_response,0.198,True,False,501,registro_operacional_suministrado
532bf05a-8e7b-4ca3-96fb-c2e0b88a1545,ac8136db-8080-4ad0-9778-dd42c8928287,81caba91-e515-4a18-8381-4f5159680a22,session_ac8136db_15,2026-05-26 21:00:00,2026-05-26 21:01:00,2026-05-26 21:02:00,1.0,2,1,1,80.0,transicion_rigidez,adaptive_intervention,general_distress,0.324,0.759,llm_fallback,0.511,False,False,501,registro_operacional_suministrado
8ce535ba-e37e-4ccc-bf9f-18e3df932dac,ac8136db-8080-4ad0-9778-dd42c8928287,81caba91-e515-4a18-8381-4f5159680a22,session_ac8136db_16,2026-05-30 02:00:00,2026-05-30 02:01:00,2026-05-30 02:12:00,11.0,12,6,6,70.0,apoyo_general,case_learning,emotional_dysregulation,0.844,0.4,system_response,0.75,False,False,46,registro_operacional_suministrado
1e6dd3c8-5326-4ce7-8ee6-814ebbf6cdbd,ac8136db-8080-4ad0-9778-dd42c8928287,81caba91-e515-4a18-8381-4f5159680a22,session_ac8136db_17,2026-05-31 21:00:00,2026-05-31 21:01:00,2026-05-31 21:10:00,9.0,10,5,5,68.2,apoyo_general,focus_clarification,general_distress,0.315,0.702,system_response,0.596,False,False,550,registro_operacional_suministrado
674a1e54-a2a6-4310-b26a-922d8510425b,ac8136db-8080-4ad0-9778-dd42c8928287,81caba91-e515-4a18-8381-4f5159680a22,session_ac8136db_18,2026-05-30 21:00:00,2026-05-30 21:01:00,2026-05-30 21:02:00,1.0,2,1,1,82.5,sobrecarga_cuidador,closure_continuity,parental_fatigue,0.582,0.126,reuse_response_memory,0.737,True,False,592,registro_operacional_suministrado
5d5870f7-247c-4211-a135-8b46204bcba9,ac8136db-8080-4ad0-9778-dd42c8928287,81caba91-e515-4a18-8381-4f5159680a22,session_ac8136db_19,2026-05-27 21:00:00,2026-05-27 21:01:00,2026-05-27 21:10:00,9.0,10,5,5,68.2,sobrecarga_cuidador,adaptive_intervention,parental_fatigue,0.615,0.164,reuse_response_memory,0.794,False,True,473,registro_operacional_suministrado
fd8ed306-49ed-42c1-8461-ca88b906cb9b,ac8136db-8080-4ad0-9778-dd42c8928287,81caba91-e515-4a18-8381-4f5159680a22,session_ac8136db_20,2026-05-28 21:00:00,2026-05-28 21:01:00,2026-05-28 21:04:00,3.0,4,2,2,78.5,sobrecarga_sensorial,reception_containment,meltdown,0.846,0.152,system_response,0.225,False,False,526,registro_operacional_suministrado
489ca3de-a89d-44aa-ac92-aa532289a540,ac8136db-8080-4ad0-9778-dd42c8928287,81caba91-e515-4a18-8381-4f5159680a22,session_ac8136db_21,2026-05-30 03:00:00,2026-05-30 03:01:00,2026-05-30 03:16:00,15.0,16,8,8,70.5,disfuncion_ejecutiva,case_learning,executive_dysfunction,0.73,0.294,reuse_response_memory,0.748,True,False,40,registro_operacional_suministrado
77d2d48f-8eb9-4066-b707-d374b62a1ec6,ac8136db-8080-4ad0-9778-dd42c8928287,81caba91-e515-4a18-8381-4f5159680a22,session_ac8136db_22,2026-05-27 21:00:00,2026-05-27 21:01:00,2026-05-27 21:02:00,1.0,2,1,1,91.5,apoyo_general,adaptive_intervention,general_distress,0.622,0.482,llm_fallback,0.19,True,False,473,registro_operacional_suministrado
32fa6719-42b5-4041-8501-763fd7e7efc2,ac8136db-8080-4ad0-9778-dd42c8928287,81caba91-e515-4a18-8381-4f5159680a22,session_ac8136db_23,2026-05-30 21:00:00,2026-05-30 21:01:00,2026-05-30 21:10:00,9.0,10,5,5,66.1,sueno_regulacion,focus_clarification,sleep_disruption,0.622,0.457,system_response,0.797,True,False,592,registro_operacional_suministrado
97e408e3-0a78-4cc9-8469-21c499de5f5c,d237e2ed-efc4-46b6-9b11-086add8aead9,f447bb5b-8866-4316-8e24-f47bbd6412e3,session_d237e2ed_01,2026-03-23 18:33:00,2026-03-23 18:34:00,2026-03-23 18:49:00,15.0,16,8,8,77.5625,disfuncion_ejecutiva,focus_clarification,executive_dysfunction,0.751,0.664,reuse_response_memory,0.34,False,False,1,registro_operacional_suministrado
4a05b404-53d6-45ba-b131-fae4174311ac,d237e2ed-efc4-46b6-9b11-086add8aead9,f447bb5b-8866-4316-8e24-f47bbd6412e3,session_d237e2ed_02,2026-04-17 08:51:00,2026-04-17 08:52:00,2026-04-17 08:53:00,1.0,2,1,1,88.5,sobrecarga_cuidador,closure_continuity,parental_fatigue,0.771,0.293,system_response,0.881,False,True,1,registro_operacional_suministrado
499cad05-0355-4e56-9328-f51b916e8d39,d237e2ed-efc4-46b6-9b11-086add8aead9,f447bb5b-8866-4316-8e24-f47bbd6412e3,session_d237e2ed_03,2026-04-27 12:34:00,2026-04-27 12:35:00,2026-04-27 12:50:00,15.0,16,8,8,74.5,sobrecarga_sensorial,reception_containment,shutdown,0.75,0.397,reuse_response_memory,0.912,True,True,1,registro_operacional_suministrado
08cde35c-9cda-48d1-a461-379f030ef579,d237e2ed-efc4-46b6-9b11-086add8aead9,f447bb5b-8866-4316-8e24-f47bbd6412e3,session_d237e2ed_04,2026-04-30 15:34:00,2026-04-30 15:35:00,2026-04-30 15:38:00,3.0,4,2,2,74.0,disfuncion_ejecutiva,case_learning,general_distress,0.699,0.725,reuse_response_memory,0.79,True,False,1,registro_operacional_suministrado
1c84cf17-b1ec-4d36-b518-4cfa745e3689,d237e2ed-efc4-46b6-9b11-086add8aead9,f447bb5b-8866-4316-8e24-f47bbd6412e3,session_d237e2ed_05,2026-05-03 19:34:00,2026-05-03 19:35:00,2026-05-03 19:38:00,3.0,4,2,2,86.0,sobrecarga_sensorial,adaptive_intervention,shutdown,0.838,0.15,system_response,0.847,False,False,1,registro_operacional_suministrado
cc257d0e-9f65-493b-a608-0959d4922ff9,d237e2ed-efc4-46b6-9b11-086add8aead9,f447bb5b-8866-4316-8e24-f47bbd6412e3,session_d237e2ed_06,2026-05-05 20:34:00,2026-05-05 20:35:00,2026-05-05 20:50:00,15.0,16,8,8,76.8125,sobrecarga_cuidador,adaptive_intervention,burnout,0.911,0.195,system_response,0.23,False,True,1,registro_operacional_suministrado
